Age,Age_Group,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,DistanceFromHome,Commute_Category,MonthlyIncome,Income_Band,PercentSalaryHike,Hike_Category,StockOptionLevel,JobSatisfaction,JobInvolvement,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,YearsAtCompany,Experience_Band,YearsInCurrentRole,Role_Stability,YearsSinceLastPromotion,Promotion_Status,YearsWithCurrManager,Manager_Relationship,NumCompaniesWorked,Career_Mobility,TotalWorkingYears,TrainingTimesLastYear,OverTime,Attrition
34,Mid Career,Female,Single,Master,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,16,Far,2553,Entry Level,16,Good Hike (16-20%),0,Highly Satisfied,Casually Engaged,Above Standard,Good,Good,Exceeds Expectations,5,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),6,3,No,No
49,Experienced,Female,Married,Bachelor,Marketing,Sales,Sales Executive,3,Travel_Rarely,11,Moderate,7654,Senior Level,18,Good Hike (16-20%),2,Highly Satisfied,Engaged,Above Standard,Poor,Excellent,Exceeds Expectations,9,Experienced,8,Critical Risk (8+ yrs),7,Critically Overdue (7+ yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),9,3,No,Yes
55,Experienced,Male,Single,Below College,Medical,Sales,Sales Executive,2,Travel_Rarely,2,Nearby,5160,Mid Level,16,Good Hike (16-20%),0,Highly Satisfied,Engaged,Above Standard,Good,Fair,Exceeds Expectations,9,Experienced,7,Stagnant Risk (5-7 yrs),7,Critically Overdue (7+ yrs),3,Building Trust (2-4 yrs),4,Experienced Mover (3-5),12,3,No,Yes
43,Senior,Male,Married,College,Life Sciences,Research & Development,Research Director,4,Travel_Rarely,14,Moderate,17159,Executive Level,24,Excellent Hike (20+%),1,Dissatisfied,Engaged,Standard,Good,Good,Outstanding,4,Established,1,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),6,Frequent Mover (6+),22,3,No,No
27,Mid Career,Male,Divorced,Below College,Technical Degree,Research & Development,Research Director,3,Travel_Rarely,5,Nearby,12808,Executive Level,16,Good Hike (16-20%),1,Highly Satisfied,Casually Engaged,Above Standard,Fair,Good,Exceeds Expectations,9,Experienced,8,Critical Risk (8+ yrs),0,Recently Promoted (0-1 yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),9,3,Yes,No
35,Mid Career,Male,Single,Bachelor,Other,Research & Development,Manufacturing Director,3,Travel_Rarely,7,Moderate,10221,Executive Level,21,Excellent Hike (20+%),0,Satisfied,Engaged,Above Standard,Fair,Excellent,Outstanding,8,Experienced,5,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),6,Stable (5-7 yrs),3,Experienced Mover (3-5),17,3,No,No
28,Mid Career,Female,Married,Master,Marketing,Sales,Sales Executive,2,Travel_Rarely,2,Nearby,4779,Mid Level,20,Good Hike (16-20%),0,Content,Engaged,Standard,Poor,Good,Outstanding,8,Experienced,7,Stagnant Risk (5-7 yrs),7,Critically Overdue (7+ yrs),5,Stable (5-7 yrs),1,Early Career Mover (1-2),8,2,Yes,No
34,Mid Career,Male,Married,College,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,3,Nearby,3737,Mid Level,19,Good Hike (16-20%),1,Highly Satisfied,Engaged,Above Standard,Good,Poor,Exceeds Expectations,3,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),0,First Job,4,1,No,No
26,Mid Career,Female,Married,College,Medical,Research & Development,Research Scientist,1,Travel_Frequently,5,Nearby,2366,Entry Level,14,Standard Hike (11-15%),1,Satisfied,Casually Engaged,Above Standard,Poor,Good,Exceeds Expectations,8,Experienced,7,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),8,2,Yes,Yes
27,Mid Career,Male,Married,Bachelor,Medical,Research & Development,Research Scientist,1,Non-Travel,3,Nearby,1706,Entry Level,11,Standard Hike (11-15%),3,Highly Satisfied,Engaged,Excellent,Good,Fair,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),0,6,No,No
51,Experienced,Female,Married,Master,Marketing,Sales,Manager,4,Travel_Rarely,26,Far,16307,Executive Level,14,Standard Hike (11-15%),1,Satisfied,Engaged,Below Standard,Good,Fair,Exceeds Expectations,20,Veteran,6,Stagnant Risk (5-7 yrs),4,Overdue (4-6 yrs),17,Long Term (8+ yrs),2,Early Career Mover (1-2),29,2,No,No
44,Senior,Male,Single,Bachelor,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,4,Nearby,5933,Mid Level,12,Standard Hike (11-15%),0,Content,Engaged,Excellent,Excellent,Fair,Exceeds Expectations,5,Established,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),3,Building Trust (2-4 yrs),9,Frequent Mover (6+),10,2,No,No
25,Early Career,Male,Single,Below College,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2,Nearby,3424,Mid Level,13,Standard Hike (11-15%),0,Dissatisfied,Highly Engaged,Below Standard,Good,Fair,Exceeds Expectations,4,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),1,New Relationship (0-1 yrs),7,Frequent Mover (6+),6,3,No,No
33,Mid Career,Male,Divorced,Bachelor,Medical,Sales,Sales Executive,2,Travel_Rarely,1,Nearby,4037,Mid Level,22,Excellent Hike (20+%),1,Dissatisfied,Highly Engaged,Below Standard,Poor,Good,Outstanding,9,Experienced,8,Critical Risk (8+ yrs),0,Recently Promoted (0-1 yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),9,5,No,No
35,Mid Career,Female,Single,Below College,Medical,Research & Development,Research Scientist,1,Travel_Rarely,27,Far,2559,Entry Level,11,Standard Hike (11-15%),0,Dissatisfied,Casually Engaged,Above Standard,Excellent,Fair,Exceeds Expectations,6,Experienced,5,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),1,New Relationship (0-1 yrs),1,Early Career Mover (1-2),6,3,No,No
36,Senior,Male,Married,College,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,1,Nearby,6201,Senior Level,14,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Standard,Excellent,Fair,Exceeds Expectations,18,Veteran,14,Critical Risk (8+ yrs),4,Overdue (4-6 yrs),11,Long Term (8+ yrs),1,Early Career Mover (1-2),18,1,Yes,No
32,Mid Career,Male,Divorced,Master,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,13,Moderate,4403,Mid Level,11,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Standard,Good,Fair,Exceeds Expectations,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),2,Early Career Mover (1-2),8,3,No,No
30,Mid Career,Male,Divorced,Master,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,5,Nearby,3761,Mid Level,12,Standard Hike (11-15%),1,Highly Satisfied,Casually Engaged,Standard,Fair,Fair,Exceeds Expectations,5,Established,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),9,Frequent Mover (6+),10,3,No,No
53,Experienced,Female,Married,College,Marketing,Sales,Sales Executive,3,Travel_Rarely,7,Moderate,10934,Executive Level,18,Good Hike (16-20%),1,Highly Satisfied,Casually Engaged,Below Standard,Excellent,Good,Exceeds Expectations,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),7,Frequent Mover (6+),35,3,Yes,No
45,Senior,Male,Divorced,Bachelor,Marketing,Sales,Sales Executive,3,Travel_Rarely,9,Moderate,10761,Executive Level,12,Standard Hike (11-15%),1,Dissatisfied,Engaged,Excellent,Good,Good,Exceeds Expectations,5,Established,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),4,Experienced Mover (3-5),18,2,Yes,No
32,Mid Career,Female,Married,College,Medical,Research & Development,Research Scientist,2,Travel_Rarely,8,Moderate,5175,Mid Level,12,Standard Hike (11-15%),1,Satisfied,Highly Engaged,Above Standard,Good,Fair,Exceeds Expectations,5,Established,3,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),5,Experienced Mover (3-5),9,3,No,No
52,Experienced,Female,Married,Master,Medical,Research & Development,Manufacturing Director,4,Travel_Frequently,25,Far,13826,Executive Level,22,Excellent Hike (20+%),0,Highly Satisfied,Casually Engaged,Above Standard,Good,Good,Outstanding,9,Experienced,8,Critical Risk (8+ yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),3,Experienced Mover (3-5),31,3,No,No
37,Senior,Male,Divorced,Master,Marketing,Sales,Sales Executive,2,Travel_Rarely,16,Far,6334,Senior Level,19,Good Hike (16-20%),2,Satisfied,Casually Engaged,Excellent,Excellent,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),4,Experienced Mover (3-5),9,2,No,No
28,Mid Career,Male,Divorced,College,Medical,Human Resources,Human Resources,1,Travel_Rarely,8,Moderate,4936,Mid Level,13,Standard Hike (11-15%),1,Highly Satisfied,Casually Engaged,Standard,Excellent,Good,Exceeds Expectations,5,Established,1,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),1,Early Career Mover (1-2),6,6,No,No
22,Early Career,Male,Married,College,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,1,Nearby,4775,Mid Level,22,Excellent Hike (20+%),2,Highly Satisfied,Casually Engaged,Excellent,Poor,Poor,Outstanding,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),6,Frequent Mover (6+),4,2,No,No
44,Senior,Male,Married,Master,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,8,Moderate,2818,Entry Level,24,Excellent Hike (20+%),1,Highly Satisfied,Highly Engaged,Below Standard,Good,Fair,Outstanding,3,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),2,Early Career Mover (1-2),10,2,Yes,No
42,Senior,Male,Single,Below College,Medical,Research & Development,Research Scientist,1,Travel_Frequently,2,Nearby,2515,Entry Level,14,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Standard,Excellent,Good,Exceeds Expectations,2,New Joinee,1,Settling In (0-1 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),5,Experienced Mover (3-5),8,2,Yes,No
36,Senior,Male,Married,Bachelor,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,8,Moderate,2342,Entry Level,21,Excellent Hike (20+%),0,Dissatisfied,Casually Engaged,Below Standard,Good,Good,Outstanding,5,Established,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),0,First Job,6,3,No,No
25,Early Career,Male,Married,Below College,Other,Sales,Sales Executive,2,Travel_Rarely,3,Nearby,4194,Mid Level,18,Good Hike (16-20%),0,Dissatisfied,Engaged,Above Standard,Excellent,Good,Exceeds Expectations,5,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,3,Yes,No
35,Mid Career,Female,Married,Bachelor,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,9,Moderate,10685,Executive Level,20,Good Hike (16-20%),1,Satisfied,Casually Engaged,Excellent,Fair,Good,Outstanding,17,Veteran,14,Critical Risk (8+ yrs),5,Overdue (4-6 yrs),15,Long Term (8+ yrs),1,Early Career Mover (1-2),17,2,Yes,No
35,Mid Career,Female,Divorced,Master,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,25,Far,2022,Entry Level,19,Good Hike (16-20%),1,Content,Engaged,Excellent,Poor,Fair,Exceeds Expectations,10,Experienced,2,Established (2-4 yrs),7,Critically Overdue (7+ yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),10,3,Yes,Yes
32,Mid Career,Male,Divorced,Bachelor,Life Sciences,Research & Development,Laboratory Technician,1,Non-Travel,1,Nearby,2314,Entry Level,12,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Excellent,Fair,Good,Exceeds Expectations,3,Established,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),0,First Job,4,2,No,No
25,Early Career,Male,Married,Below College,Marketing,Sales,Sales Executive,2,Travel_Rarely,4,Nearby,4256,Mid Level,12,Standard Hike (11-15%),0,Dissatisfied,Casually Engaged,Above Standard,Poor,Excellent,Exceeds Expectations,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,1,No,No
49,Experienced,Female,Married,Bachelor,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,1,Nearby,3580,Mid Level,16,Good Hike (16-20%),1,Dissatisfied,Engaged,Above Standard,Fair,Good,Exceeds Expectations,4,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),2,Early Career Mover (1-2),7,2,No,No
24,Early Career,Male,Married,Below College,Life Sciences,Research & Development,Laboratory Technician,1,Non-Travel,4,Nearby,3162,Mid Level,17,Good Hike (16-20%),0,Highly Satisfied,Casually Engaged,Below Standard,Excellent,Fair,Exceeds Expectations,5,Established,2,Established (2-4 yrs),3,Due for Review (2-3 yrs),4,Building Trust (2-4 yrs),0,First Job,6,2,No,No
32,Mid Career,Male,Married,College,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,5,Nearby,6524,Senior Level,14,Standard Hike (11-15%),1,Content,Engaged,Standard,Excellent,Good,Exceeds Expectations,10,Experienced,8,Critical Risk (8+ yrs),5,Overdue (4-6 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),10,3,No,No
38,Senior,Male,Married,Bachelor,Marketing,Sales,Sales Representative,1,Travel_Rarely,9,Moderate,2899,Entry Level,19,Good Hike (16-20%),1,Content,Casually Engaged,Standard,Excellent,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),0,First Job,3,3,No,No
42,Senior,Female,Married,Bachelor,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,3,Nearby,5231,Mid Level,13,Standard Hike (11-15%),1,Highly Satisfied,Highly Engaged,Above Standard,Fair,Fair,Exceeds Expectations,5,Established,3,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),2,Early Career Mover (1-2),17,1,Yes,No
31,Mid Career,Male,Married,Master,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,11,Moderate,2356,Entry Level,19,Good Hike (16-20%),1,Highly Satisfied,Engaged,Excellent,Fair,Good,Exceeds Expectations,6,Experienced,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),3,Experienced Mover (3-5),8,2,Yes,No
29,Mid Career,Female,Divorced,Bachelor,Medical,Sales,Sales Representative,1,Travel_Rarely,1,Nearby,2800,Entry Level,19,Good Hike (16-20%),3,Satisfied,Casually Engaged,Standard,Good,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),6,Frequent Mover (6+),5,3,Yes,Yes
53,Experienced,Male,Married,Bachelor,Marketing,Sales,Sales Executive,4,Travel_Rarely,8,Moderate,11836,Executive Level,14,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Below Standard,Good,Good,Exceeds Expectations,2,New Joinee,0,Settling In (0-1 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),5,Experienced Mover (3-5),28,3,No,No
35,Mid Career,Male,Married,Bachelor,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,25,Far,10903,Executive Level,16,Good Hike (16-20%),0,Content,Casually Engaged,Excellent,Poor,Good,Exceeds Expectations,13,Veteran,10,Critical Risk (8+ yrs),4,Overdue (4-6 yrs),8,Long Term (8+ yrs),3,Experienced Mover (3-5),16,2,No,No
37,Senior,Female,Married,College,Medical,Sales,Sales Representative,1,Travel_Frequently,21,Far,2973,Entry Level,15,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Above Standard,Fair,Good,Exceeds Expectations,5,Established,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),5,Experienced Mover (3-5),10,3,No,No
53,Experienced,Female,Single,Master,Life Sciences,Research & Development,Research Director,4,Travel_Rarely,23,Far,14275,Executive Level,18,Good Hike (16-20%),0,Highly Satisfied,Engaged,Excellent,Good,Good,Exceeds Expectations,12,Veteran,9,Critical Risk (8+ yrs),3,Due for Review (2-3 yrs),8,Long Term (8+ yrs),6,Frequent Mover (6+),33,0,No,No
43,Senior,Female,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Frequently,1,Nearby,5562,Mid Level,13,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Excellent,Fair,Fair,Exceeds Expectations,5,Established,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),4,Experienced Mover (3-5),12,2,No,No
47,Experienced,Female,Married,College,Marketing,Sales,Sales Executive,2,Travel_Rarely,2,Nearby,4537,Mid Level,22,Excellent Hike (20+%),1,Highly Satisfied,Engaged,Above Standard,Poor,Good,Outstanding,7,Experienced,6,Stagnant Risk (5-7 yrs),7,Critically Overdue (7+ yrs),7,Stable (5-7 yrs),0,First Job,8,2,Yes,No
37,Senior,Male,Single,College,Medical,Sales,Sales Executive,3,Non-Travel,19,Far,7642,Senior Level,13,Standard Hike (11-15%),0,Content,Engaged,Below Standard,Excellent,Good,Exceeds Expectations,10,Experienced,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),9,Long Term (8+ yrs),1,Early Career Mover (1-2),10,2,Yes,No
50,Experienced,Male,Divorced,Master,Life Sciences,Research & Development,Manager,4,Non-Travel,2,Nearby,17924,Executive Level,11,Standard Hike (11-15%),1,Dissatisfied,Engaged,Below Standard,Excellent,Good,Exceeds Expectations,31,Veteran,6,Stagnant Risk (5-7 yrs),14,Critically Overdue (7+ yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),31,3,No,No
39,Senior,Female,Married,Bachelor,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,2,Nearby,5204,Mid Level,11,Standard Hike (11-15%),2,Highly Satisfied,Casually Engaged,Excellent,Good,Good,Exceeds Expectations,5,Established,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),8,Frequent Mover (6+),13,2,No,No
33,Mid Career,Male,Divorced,College,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,3,Nearby,2277,Entry Level,11,Standard Hike (11-15%),1,Content,Engaged,Excellent,Good,Excellent,Exceeds Expectations,4,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),3,Experienced Mover (3-5),7,4,Yes,No
32,Mid Career,Male,Single,Master,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,25,Far,2795,Entry Level,24,Excellent Hike (20+%),0,Highly Satisfied,Engaged,Below Standard,Good,Poor,Outstanding,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),1,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,2,Yes,Yes
29,Mid Career,Female,Divorced,Below College,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,7,Moderate,2532,Entry Level,14,Standard Hike (11-15%),3,Highly Satisfied,Casually Engaged,Below Standard,Good,Good,Exceeds Expectations,4,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),6,Frequent Mover (6+),8,5,No,No
44,Senior,Male,Married,College,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,9,Moderate,2559,Entry Level,13,Standard Hike (11-15%),0,Dissatisfied,Engaged,Standard,Excellent,Good,Exceeds Expectations,8,Experienced,7,Stagnant Risk (5-7 yrs),7,Critically Overdue (7+ yrs),1,New Relationship (0-1 yrs),1,Early Career Mover (1-2),8,0,Yes,No
28,Mid Career,Male,Single,Master,Medical,Sales,Sales Executive,2,Travel_Rarely,5,Nearby,4908,Mid Level,14,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Below Standard,Fair,Good,Exceeds Expectations,4,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),4,3,No,No
58,Veteran,Male,Divorced,Below College,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Frequently,2,Nearby,2380,Entry Level,14,Standard Hike (11-15%),1,Highly Satisfied,Casually Engaged,Excellent,Excellent,Fair,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),9,Frequent Mover (6+),3,3,Yes,Yes
43,Senior,Female,Divorced,Bachelor,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,8,Moderate,4765,Mid Level,21,Excellent Hike (20+%),1,Content,Engaged,Below Standard,Good,Excellent,Outstanding,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),4,Experienced Mover (3-5),4,2,No,No
20,Early Career,Female,Single,Bachelor,Medical,Sales,Sales Representative,1,Travel_Rarely,2,Nearby,2044,Entry Level,13,Standard Hike (11-15%),0,Satisfied,Casually Engaged,Above Standard,Excellent,Fair,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),2,3,No,Yes
21,Early Career,Female,Single,Below College,Other,Research & Development,Research Scientist,1,Travel_Rarely,18,Far,2693,Entry Level,19,Good Hike (16-20%),0,Highly Satisfied,Engaged,Excellent,Poor,Fair,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,3,No,Yes
36,Senior,Male,Married,Below College,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,14,Moderate,6586,Senior Level,17,Good Hike (16-20%),1,Highly Satisfied,Engaged,Above Standard,Poor,Fair,Exceeds Expectations,16,Veteran,8,Critical Risk (8+ yrs),4,Overdue (4-6 yrs),11,Long Term (8+ yrs),0,First Job,17,2,Yes,No
47,Experienced,Female,Single,Master,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,2,Nearby,3294,Mid Level,18,Good Hike (16-20%),0,Highly Satisfied,Casually Engaged,Excellent,Poor,Fair,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),3,3,Yes,No
22,Early Career,Female,Married,Below College,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,3,Nearby,4171,Mid Level,19,Good Hike (16-20%),1,Satisfied,Engaged,Standard,Poor,Excellent,Exceeds Expectations,3,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),0,First Job,4,3,Yes,Yes
41,Senior,Female,Divorced,Master,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2,Nearby,2778,Entry Level,13,Standard Hike (11-15%),1,Highly Satisfied,Disengaged,Standard,Good,Fair,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),4,Experienced Mover (3-5),10,1,Yes,Yes
28,Mid Career,Female,Divorced,Bachelor,Medical,Research & Development,Research Scientist,1,Travel_Rarely,9,Moderate,2377,Entry Level,18,Good Hike (16-20%),1,Satisfied,Engaged,Above Standard,Fair,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),5,Experienced Mover (3-5),6,2,No,No
39,Senior,Male,Married,Bachelor,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,6,Moderate,2404,Entry Level,21,Excellent Hike (20+%),0,Dissatisfied,Engaged,Excellent,Excellent,Poor,Outstanding,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),7,Frequent Mover (6+),8,2,Yes,Yes
27,Mid Career,Female,Single,Bachelor,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,4,Nearby,2318,Entry Level,19,Good Hike (16-20%),0,Satisfied,Engaged,Standard,Good,Good,Exceeds Expectations,1,New Joinee,1,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,2,No,No
34,Mid Career,Male,Divorced,Bachelor,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,10,Moderate,2008,Entry Level,14,Standard Hike (11-15%),2,Content,Engaged,Standard,Fair,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,3,No,No
42,Senior,Female,Single,College,Medical,Sales,Sales Executive,2,Travel_Rarely,14,Moderate,6244,Senior Level,17,Good Hike (16-20%),0,Satisfied,Casually Engaged,Above Standard,Poor,Good,Exceeds Expectations,5,Established,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),7,Frequent Mover (6+),10,6,No,No
33,Mid Career,Male,Single,Master,Other,Research & Development,Research Scientist,1,Travel_Rarely,1,Nearby,2799,Entry Level,11,Standard Hike (11-15%),0,Dissatisfied,Casually Engaged,Above Standard,Fair,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),3,Experienced Mover (3-5),6,1,Yes,No
58,Veteran,Female,Divorced,Bachelor,Technical Degree,Research & Development,Healthcare Representative,3,Travel_Rarely,5,Nearby,10552,Executive Level,13,Standard Hike (11-15%),1,Content,Casually Engaged,Above Standard,Excellent,Good,Exceeds Expectations,6,Experienced,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),2,Early Career Mover (1-2),24,3,Yes,No
31,Mid Career,Male,Married,Master,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,7,Moderate,2329,Entry Level,15,Standard Hike (11-15%),0,Satisfied,Casually Engaged,Standard,Fair,Excellent,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),5,Overdue (4-6 yrs),2,Building Trust (2-4 yrs),3,Experienced Mover (3-5),13,2,No,No
35,Mid Career,Female,Married,Below College,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,21,Far,4014,Mid Level,25,Excellent Hike (20+%),1,Highly Satisfied,Engaged,Excellent,Excellent,Poor,Outstanding,10,Experienced,6,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),10,2,Yes,No
49,Experienced,Female,Married,College,Other,Research & Development,Laboratory Technician,3,Travel_Rarely,8,Moderate,7403,Senior Level,11,Standard Hike (11-15%),1,Content,Engaged,Below Standard,Good,Fair,Exceeds Expectations,26,Veteran,9,Critical Risk (8+ yrs),1,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),4,Experienced Mover (3-5),29,3,No,No
